name,pressure_Pa_from_file2,propylene_Henry_from_file2,|Qst(propylene)|_from_file2,N2_1,N2_4,N2_18,N2_75,N2_316,N2_1334,N2_5623,N2_23714,N2_100000,Ar_0.001,Ar_0.01,Ar_0.1,Ar_1.0,Ar_10.0,Ar_100.0,Ar_1000.0,Ar_2000.0,Ar_4000.0,Ar_6000.0,Ar_8000.0,Ar_10000.0,Ar_12000.0,Ar_14000.0,Ar_16000.0,Ar_18000.0,Ar_20000.0,Ar_24000.0,Ar_28000.0,Ar_30000.0,Ar_32000.0,Ar_36000.0,Ar_40000.0,Ar_50000.0,Ar_60000.0,Ar_70000.0,Ar_80000.0,Ar_90000.0,Ar_100000.0,pld,lcd,surface_area_m2cm3,surface_area_m2g,void_fraction
ICAQIO_clean-(id_177695),4000000,7.75E-05,13.16679689,5.89949,22.9277,93.4604,429.453,797.618,953.253,1235.74,1319.93,1352.51,0.000874257,0.0101997,0.106659,1.1039,10.9501,108.144,993.869,1131.05,1350,1455.63,1460.43,1475.08,1494.38,1498.44,1511.9,1514.08,1522.03,1533.64,1530.54,1537.37,1553.41,1540.44,1552.31,1564.56,1577.39,1569.77,1598.5,1587.07,1583.53,7.95732,20.3911,1914.78,4745.53,0.8268
ICAQOU_clean-(id_177696),4000000,7.84E-05,13.27611132,6.53879,24.227,95.8746,411.11,771.611,926.194,1211.22,1274.29,1319.37,0.000288307,0.0109557,0.109845,1.1564,10.9444,109.779,976.956,1103.76,1323.03,1409.78,1425.38,1437.34,1450.97,1457.91,1467.3,1466.54,1476.61,1494.74,1480.41,1496.97,1507.58,1505.24,1505.75,1508.71,1519.42,1520.27,1529.94,1534.49,1544.45,7.90669,20.2997,1915.83,4635.5,0.824
ICAROV_clean-(id_177698),4000000,7.91E-05,13.27750962,6.49588,25.016,99.9884,420.495,780.203,937.882,1226.58,1299.34,1330.22,0.000583166,0.00933065,0.104095,1.10277,11.1484,110.868,983.575,1117.16,1330.68,1422.37,1459.73,1459.58,1477.26,1476.14,1489.54,1493.62,1510.41,1511.52,1523.3,1519.95,1518.03,1525.1,1537.87,1541.98,1547.96,1555.51,1555.76,1561.53,1555.48,7.92146,20.3334,1928.4,4743.67,0.8236
IDEYOF_clean-(id_177723),4000000,8.58E-05,13.09927986,10.3944,41.3057,145.78,414.827,982.908,1085.74,1133.87,1176.19,1204.64,0.00176181,0.0172406,0.17077,1.69184,17.0652,154.275,1213.28,1271.7,1313.6,1332.45,1353.14,1355.99,1367.3,1378.14,1388.33,1378.76,1396.33,1420.8,1423.34,1426.69,1432.51,1440.17,1448.59,1448.27,1452.71,1464.84,1460.77,1469.72,1464.39,6.17304,10.0315,2478.11,5779.04,0.8074
INIDAL_clean-(id_177914),4000000,9.98954,59.42244852,108.272,114.245,116.631,120.226,123.376,124.634,125.055,125.492,125.937,116.361,125.673,126.207,126.264,126.376,126.376,126.376,126.376,126.376,126.376,126.376,126.376,126.376,126.376,126.376,126.376,126.376,126.376,126.376,126.376,126.376,126.453,126.376,126.376,126.376,126.376,126.376,126.741,126.814,3.74534,4.50397,849.004,360.45,0.4596
IRAHUF_clean-(id_177963),4000000,6.72462,59.66233516,103.587,109.569,113.39,115.294,118.151,119.092,120.315,122.827,124.182,97.5136,120.549,125.578,126.325,126.366,126.376,126.376,126.376,126.376,126.377,126.376,126.376,126.376,126.376,126.376,126.376,126.376,126.376,126.376,126.376,126.376,126.376,126.376,126.376,126.376,126.376,126.376,126.376,126.376,3.65968,4.40761,766.685,322.478,0.4662
IYOWID_manual-(id_178130),4000000,6.89E-05,13.04647853,5.26484,20.6523,80.5871,259.036,737.373,919.727,1203.81,1280.48,1319.71,0.00172241,0.00832499,0.0915749,0.998999,9.69115,91.3582,948.925,1071.38,1271.68,1392.34,1421.78,1448.65,1461.31,1462.29,1461.88,1473.14,1477.71,1493.79,1502.58,1500.63,1502.38,1517.51,1507.94,1527.07,1531.82,1543.13,1546.11,1551,1550.79,7.7477,20.5167,1929.7,4763.89,0.822
IZOWAW_clean-(id_178164),4000000,7.40E-06,9.055215335,0.663929,2.97359,5.01133,9.44295,18.3808,57.8299,163.199,458.361,496.364,0.0157978,0.102085,1.09449,4.4306,8.00574,10.8819,22.213,36.0628,68.2154,103.628,136.43,166.173,192.665,223.622,524.74,532.357,539.748,550.681,557.155,560.238,561.422,564.977,568.943,576.96,582.944,587.556,590.964,591.776,593.638,10.5132,18.9473,1791.35,1780.61,0.7888
ja0660047si20060818_060458_clean-(id_178185),4000000,0.0168685,33.97481903,312.236,326.758,333.341,335.747,336.785,336.802,336.854,338.369,338.369,132.085,319.77,336.82,338.229,338.353,338.368,338.369,338.369,338.369,338.369,338.369,338.39,338.369,338.369,338.38,338.369,338.369,338.369,338.369,338.369,338.369,338.369,338.369,338.369,338.369,338.369,338.762,338.369,338.369,3.94503,6.58402,1971.57,1955.64,0.578
ja4050828_auto-(id_185395),4000000,0.000155021,19.68720999,54.21811063,85.70842393,131.1972594,238.1105915,330.9220109,412.1165574,513.8816848,654.0709367,1020.112244,0.00504344,0.0528415,0.546755,5.72912,67.7673,159.1,369.343,429.945,491.246,528.769,560.395,584.075,606.686,624.576,640.724,661.011,682.053,718.796,757.2,778.243,819.929,1177.41,1186.71,1201.16,1204.51,1218.77,1229.05,1225.26,1223.17,28.7488,29.2834,1535.79,3142.23,0.8256
ja408959g_si_002_clean-(id_178233),4000000,0.000154793,18.81937243,29.5422,69.6919,162.073,302.982,415.265,520.397,615.81,761.074,1166.08,0.00401929,0.0458199,0.420762,4.10426,30.9376,197.492,484.302,556.828,634.021,667.895,699.487,719.097,738.584,747.618,774.174,795.104,815.602,865.205,906.388,936.183,972,1029.93,1362.95,1377.91,1388.02,1393.49,1393.15,1401.69,1408.82,30.385,31.0724,1502.5,3407.47,0.8264
ja500330a_si_007_auto-(id_185791),4000000,2.42E-06,4.754108101,6.353865281,7.843592224,8.631924049,8.890287304,10.15576355,15.60312641,45.53584261,525.1150695,572.3814423,0.00187115,0.019935,0.193449,1.68123,6.13811,8.49274,10.9563,13.6162,18.8906,24.3762,31.0104,37.8503,46.7163,56.2997,67.0191,79.477,91.1075,124.528,563.951,634.298,641.612,649.228,658.317,664.546,678.109,677.642,684.374,683.03,688.17,14.4876,19.4624,1339.02,1676.1,0.7758
ja507269n_si_002_clean-(id_178250),4000000,0.000127028,20.1320269,22.2956,45.7322,101.517,213.684,365.501,527.731,672.85,995.439,1480.56,0.00578144,0.0423972,0.484678,4.03448,24.7867,108.917,390.06,517.077,641.273,694.064,737.997,775.51,807.355,847.163,898.238,951.479,1012.61,1109.18,1672.61,1697.55,1695.17,1711.26,1722.54,1746.62,1755.26,1771.36,1777.84,1777.45,1785.85,23.1844,27.3395,1494.97,4167.13,0.865
ja507269n_si_003_clean-(id_178251),4000000,0.000146326,19.69544516,26.9025,54.5474,128.186,254.094,425.131,600.822,731.407,1072.59,1604.22,0.00773415,0.0531078,0.518188,4.872,28.8471,131.918,472.98,604.297,709.911,774.128,815.315,855.054,886.564,931.69,967.206,1030.06,1080.74,1234.86,1827.8,1825.91,1829.91,1841.88,1845.92,1871.89,1901.87,1918.2,1926.7,1908.59,1909.27,25.5491,27.2094,1450.85,4279.41,0.869
ja5103103_si_002_auto-(id_185356),4000000,6.04E-05,16.71943715,16.89823675,39.04200343,131.086158,195.2690751,284.677573,421.6792811,561.8619301,989.0205336,1043.941458,0.00357135,0.0468631,0.446767,3.88345,20.4112,157.546,351.488,436.781,518.697,571.666,623.409,678.944,1140.88,1146.17,1156.3,1165.29,1178.94,1186.85,1193.65,1199.45,1205.62,1214.64,1218.6,1227.51,1234.52,1246.86,1242.93,1249.42,1249.72,14.4517,16.9503,1609.85,3206.61,0.8216
ja5111317_ja5111317_si_002_auto-(id_185090),4000000,0.000106945,18.5587385,38.7895526,50.25644287,81.46138585,183.9325372,593.737587,869.24387,1122.743132,1220.306025,1268.924237,0.0245553,0.195763,2.09667,15.7956,42.6485,100.121,823.474,993.364,1115.83,1275.4,1371.96,1394.83,1405.42,1417.99,1429.07,1429.49,1441.36,1453.77,1452.92,1463.42,1463.77,1470.86,1473.2,1481.98,1494.16,1499.07,1502.2,1504.37,1504.47,8.74134,21.3794,1892.53,4501.6,0.8218
ja512311a_si_003_auto-(id_185867),4000000,1.42E-05,9.188336725,0.152395496,0.594961059,2.677324734,11.12880832,42.18628127,274.908558,876.2567238,941.0852656,986.9132934,0.000140586,0.000843518,0.0030929,0.0437223,0.408825,4.37476,42.4146,93.158,944.984,1004.84,1025.33,1051.45,1062.38,1080.6,1081.47,1101.09,1107.94,1107.1,1112.22,1122.36,1122.71,1128.61,1135.03,1153.14,1162.89,1166.6,1163.24,1173.71,1174.54,9.00529,11.8889,2207.95,4492.38,0.8056
ja512311a_si_007_auto-(id_185273),4000000,5.39E-06,5.336531973,0.011398938,0.064322513,0.280359316,1.127950943,4.704228536,20.64942737,178.1901956,836.0086933,895.9206384,0,0,0.00108561,0.00692078,0.0605229,0.589352,6.25828,12.444,25.9687,40.9342,56.6326,81.1612,124.418,920.283,944.17,948.116,958.579,972.591,987.041,995.862,995.428,1003.76,1010.91,1029.61,1033.85,1039.57,1052.34,1049.68,1049.5,9.04299,11.3746,2105.05,4130.81,0.8058
ja512973b_si_002_auto-(id_185415),4000000,4.36E-05,16.33078413,19.21905425,36.97996118,60.43760103,144.9614365,497.5153969,748.5296576,966.2307591,1039.041932,1070.473547,0.00419252,0.0372145,0.361122,3.61739,21.5006,68.8786,617.702,822.25,985.551,1117.56,1153.37,1169.94,1181.43,1187,1197.56,1200.58,1203.45,1217.77,1223.48,1226.61,1231.64,1238.02,1238.25,1242.74,1252.56,1260.57,1259.42,1264.86,1262.61,8.47189,17.7505,2258.74,4925.43,0.7852
ja512973b_si_003_auto-(id_185198),4000000,3.07E-05,12.38869376,3.963940988,13.55468785,34.60478997,67.00244459,178.2435216,791.6811339,1039.06997,1248.998558,1301.442736,0.000661555,0.00907275,0.078725,0.814279,7.49031,38.0776,191.902,771.192,1030.49,1131.72,1313.63,1388.74,1409.52,1430.03,1446.39,1450.66,1459.73,1476.97,1482.66,1485.95,1490.5,1502.72,1504.62,1521.17,1532.45,1536.42,1545.12,1552.47,1548.38,8.58252,21.3381,1883.32,4665.31,0.8204
ja512973b_si_004_auto-(id_185872),4000000,1.48E-05,7.643092022,0.772177046,2.894900861,9.725462914,25.3200817,69.13426119,207.0250883,1179.978833,1763.416572,1861.184714,0.000381511,0.00190755,0.0206016,0.155275,1.46882,12.3751,67.5686,119.174,253.184,519.48,1343.27,1514.49,1616.2,2007.49,2010.33,2058.16,2068.79,2125.88,2121.47,2126.4,2128.45,2142.78,2151.34,2177.07,2208.03,2188.14,2223.38,2210.47,2223.09,12.211,23.1345,1643.34,5504.68,0.864
ja512973b_si_005_auto-(id_185787),4000000,2.10E-05,10.57435017,3.40780153,11.5580564,27.92198674,46.39570985,78.57462982,212.9939378,1147.384085,1785.961416,1928.122268,0.000352337,0.00634206,0.0845609,0.778665,6.27512,29.9923,80.5629,124.226,248.586,461.786,1181.78,1478.18,1584.65,1897.5,2083.09,2110.43,2143.33,2160.35,2162.38,2190.26,2198.42,2205.51,2237.01,2248.87,2268.78,2286.31,2278.67,2299.77,2306.34,10.4959,25.2415,1600.36,5496.62,0.8684
ja5b00365_si_002_clean-(id_178263),4000000,8.28E-05,14.8093025,12.4955,47.9838,184.255,530.419,724.036,828.005,1048.14,1167.39,1222.08,0.00306053,0.0218318,0.219338,2.08504,21.6202,234.94,852.628,930.704,1116.39,1246.99,1312.67,1332.17,1343.63,1347.94,1354.63,1356.44,1367.09,1372.42,1382.9,1376.65,1380.73,1382.73,1386.2,1397.66,1400.08,1403.2,1403.87,1403.02,1408.88,7.63115,21.7763,2037.74,4502.96,0.826
ja5b02999_si_007_clean-(id_178280),4000000,0.000152474,18.01997933,19.8156,54.9837,143.655,260.747,539.941,745.254,1101.86,1228.57,1275.59,0.00409266,0.0379016,0.383732,3.36826,25.1281,157.038,655.9,812.051,943.405,1312.23,1360.96,1389.43,1400.87,1410.14,1418.36,1427.24,1436.65,1439.69,1456.48,1460.36,1462.34,1469.58,1480.55,1490.18,1497.39,1506.32,1506.13,1506.33,1511.63,15.8193,19.2415,1795.61,4329.62,0.8236
jacs.6b01663_ja6b01663_si_002_clean-(id_185772),4000000,8.42E-05,17.2410945,161.933948,195.9610174,227.5299898,266.5171836,386.8407224,603.3824942,725.3082396,1214.981536,1253.653136,0.101747,0.995257,9.08052,65.743,189.508,260.686,547.645,690.023,791.446,841.209,886.243,952.257,1042.38,1334.38,1370.98,1392.32,1402.02,1416.46,1412.88,1418.28,1418.03,1430.22,1444.55,1454.65,1467.02,1473.15,1480.75,1476.56,1475.26,17.0959,24.657,1508.06,3440.83,0.8424
jacs.6b01663_ja6b01663_si_003_clean-(id_178295),4000000,6.12E-05,14.43798104,4.55999,16.9873,55.7733,146.847,366.029,554.861,770.839,1283.08,1754.73,0.00148424,0.00784524,0.0767561,0.788553,7.75831,58.2352,432.475,575.848,728.908,832.26,906.173,988.313,1053.3,1103.7,1146.75,1200.8,1248.14,1988.78,2023.47,2023.3,2033.53,2044.27,2060.98,2093.3,2094.81,2113.49,2117.12,2121.86,2125.84,19.6462,27.6264,1432.79,4489.74,0.874
jacs.6b08724_ja6b08724_si_009_clean-(id_178305),4000000,0.000132081,17.87480035,14.5539,42.6621,116.338,232.309,434.034,641.716,788.689,1112.6,1702.53,0.001537,0.019981,0.209289,1.9274,17.7903,114.146,507.232,671.182,798.926,859.499,913.924,950.997,1010.01,1082.34,1124.88,1159.89,1249.09,1356.43,1968.35,1974.28,1983.57,1992.46,2008.5,2020.57,2034.08,2055.11,2062.42,2065.12,2069.39,26.8915,28.3891,1424.57,4393.62,0.8668
jacs.6b08724_ja6b08724_si_010_clean-(id_178306),4000000,0.000163994,19.59458459,23.2441,52.5176,128.427,245.985,432.21,602.29,723.635,1058.24,1553.09,0.00315876,0.0410639,0.378565,3.54413,25.7607,126.253,485.535,633.557,734.424,787.42,826.254,860.063,900.306,935.557,986.887,1054.82,1090.89,1243.09,1778.67,1774.15,1784.83,1799.9,1816,1824.66,1849.22,1862.87,1870.15,1861.25,1874.19,26.1509,27.737,1434.45,4043.56,0.8742
jacs.6b08724_ja6b08724_si_011_clean-(id_178307),4000000,0.000155966,18.56237764,19.6067,54.534,133.052,257.447,471.426,652.717,802.833,1153.35,1721.1,0.00414266,0.0326235,0.27238,2.76212,23.8812,131.524,552.128,713.096,836.688,887.75,933.852,977.999,1035.97,1094.43,1163.82,1224.57,1274.62,1391.57,1973.2,1992.48,2004.31,2001.42,2025.59,2050.49,2064.62,2073.05,2069.92,2082.11,2082.28,26.8116,28.2964,1413.52,4378.13,0.8676
jacs.6b08724_ja6b08724_si_012_clean-(id_178308),4000000,9.56E-05,17.13946102,7.75309,27.8863,75.2932,187.911,362.254,544.24,694.848,1017.19,1564.74,0.0013745,0.0119123,0.109731,1.15618,10.5777,77.2345,423.464,617.064,731.321,783.483,823.844,864.482,907.833,960.207,1012.15,1053.07,1104.37,1202.56,1350.54,1792.45,1797.1,1804.85,1815.39,1839.14,1846.31,1858.66,1861.75,1875.46,1868.67,24.9362,28.6797,1453.6,4108.09,0.8748
jacs.6b08724_ja6b08724_si_013_clean-(id_178309),4000000,0.000143442,18.74079516,17.7314,49.1793,121.801,239.546,422.79,602.435,735.819,1074.61,1579.59,0.0031413,0.0277884,0.22714,2.44321,21.3483,122.787,500.114,643.625,739.786,791.414,834.779,866.689,920.867,966.085,1013.39,1105.5,1134.48,1262.58,1811.86,1825.93,1814.31,1827.85,1845.49,1861.16,1880.18,1897.11,1907.65,1901.06,1895.89,26.5052,28.0463,1434.54,4087.73,0.8658
jacs.6b08724_ja6b08724_si_014_clean-(id_178310),4000000,0.000181937,18.89426748,26.8526,66.9271,149.825,299.864,535.14,735.776,906.671,1328.2,1943.29,0.00264934,0.0400345,0.388865,3.85097,30.6797,152.154,612.481,797.524,941.991,1020.15,1069.35,1126.3,1215.36,1252.09,1354.13,1389.57,1473.62,1587.07,2260.1,2267.27,2300.04,2282.98,2313.87,2316.08,2342.69,2361.96,2373,2370.43,2378.55,26.5894,28.056,1417,4986.05,0.8798
jacs.6b08724_ja6b08724_si_015_clean-(id_178311),4000000,0.000154766,19.16716771,20.8396,49.594,118.619,240.908,429.689,596.934,717.975,1049.82,1559.11,0.00461665,0.0340174,0.323408,3.23408,24.5618,123.35,480.354,624.456,725.013,781.092,816.647,855.683,890.17,947.044,994.845,1036.96,1139.95,1250.1,1778.83,1787.76,1794.01,1804.77,1830.35,1845.09,1855.07,1869.93,1877.07,1880.16,1877.27,26.1862,27.7493,1423.48,4033.82,0.8634
jacs.6b08724_ja6b08724_si_016_clean-(id_178312),4000000,0.000142878,18.24291325,15.7498,46.8777,118.838,241.889,445.168,630.017,777.703,1111.13,1695.81,0.00153776,0.0233227,0.224257,2.20156,19.8771,117.797,510.172,672.294,797.294,850.912,892.726,940.691,979.744,1042.37,1099.84,1178.68,1243.19,1341.67,1944.05,1944.21,1961.05,1984.66,1980.96,2006.88,2027.97,2029.51,2045.33,2048.94,2038.04,26.703,28.1981,1415.91,4325.28,0.8786
JALLOA_clean-(id_178339),4000000,3.85E-06,5.440564119,8.14771,8.18312,8.30114,8.79086,10.9938,20.4958,62.6793,252.738,673.499,5.84669,8.00174,8.10857,8.14221,8.17593,8.49893,11.863,15.5186,23.0353,30.7599,39.5552,49.4294,60.061,71.6152,82.8508,96.668,110.878,141.255,179.342,197.945,218.328,261.736,770.476,786.575,792.667,800.246,807.976,806.828,809.618,18.3383,21.1368,1125.29,1489.85,0.8308
JOGSAA_clean-(id_178412),4000000,5.25E-05,11.591181,1.55721,6.42233,30.3518,141.444,672.624,1069.65,1154.62,1217.19,1269.12,0.000138987,0.00347468,0.0307162,0.34038,3.37837,35.9648,1064.51,1257.54,1337.18,1361.91,1381.16,1394.93,1409.34,1414.49,1420.65,1428.14,1435.25,1451.66,1452.97,1454.91,1457.14,1469.26,1475.97,1474.38,1495.33,1502.33,1504.16,1498.1,1492.05,9.4474,12.9763,1989.54,4728.27,0.8226
KAWHEY_clean-(id_178587),4000000,0.000183348,22.15056515,38.3821,63.9301,104.318,167.138,289.659,481.539,723.792,1051.86,1099.28,0.0134019,0.118973,1.15041,9.36625,47.291,121.433,332.95,461.365,625.568,740.39,835.845,1164.11,1182.72,1198.01,1208.88,1212.33,1220.33,1233.23,1241.95,1257.53,1253.72,1254.42,1264.07,1279.83,1283.59,1288.9,1298.99,1295.79,1293.37,15.5853,18.2148,1507.18,3256.18,0.8126
KOZQEX_clean-(id_178840),4000000,0.000114111,15.48402437,7.54439,30.1536,116.741,297.24,610.619,787.627,1000.04,1233.29,1287.72,0.000798855,0.0109177,0.119828,1.12026,11.5363,126.971,740.725,841.931,990.343,1082.97,1136.93,1190.56,1326.51,1364.26,1387.62,1396.42,1392.93,1410.82,1411.19,1432.94,1424.98,1444.49,1448.39,1460.32,1459.24,1468.9,1488,1487.99,1495.71,6.86083,22.4236,1919,4453.33,0.8428
KOZQIB_clean-(id_178841),4000000,0.000110042,15.53987856,7.45379,31.3756,145.192,276.367,426.92,715.55,1214.63,1789.35,1919.61,0.000209001,0.011286,0.108262,1.04688,11.4323,169.285,471.204,697.243,965.358,1263.76,1376.56,1449.6,1505.24,1576.58,1631.44,1695.48,1768.57,2150.13,2159.09,2170.5,2171.41,2189.61,2203.63,2233.81,2252.38,2268.41,2273.71,2265.5,2276.72,12.236,28.5407,1428.61,4716.99,0.8826
KUVMIZ_clean-(id_178911),4000000,7.81E-05,15.22972496,18.8684,56.369,121.733,257.759,540.112,818.651,1296.24,1398.81,1461.2,0.00464945,0.0358008,0.344989,3.35226,27.9965,137.141,641.214,860.069,1266.21,1546.9,1580.16,1593.81,1617.75,1634.41,1649.45,1650.39,1653.66,1673.79,1678,1681.94,1679.9,1684.31,1688.04,1717.51,1723.17,1715.35,1730.03,1728.32,1727.07,11.0076,15.7507,1774.59,4915.74,0.8214
LARXUA_clean-(id_179047),4000000,0.000202811,18.97590039,31.8086,91.3161,168.663,279.442,495.794,806.91,984.833,1131.41,1173.46,0.00414163,0.0426434,0.407413,3.98915,40.7513,190.788,603.752,826.666,978.808,1100.48,1231.28,1265.06,1278.81,1289.62,1298.3,1302.95,1309.31,1325.42,1333.04,1335.37,1342.47,1340.18,1359.18,1362.09,1370.92,1379.96,1382.16,1380.31,1377.52,11.1395,21.8367,1909.12,4368.3,0.8068
LATBUG_clean-(id_179057),4000000,0.000140622,17.14761275,21.6911,46.6375,158.609,316.558,588.574,891.238,1323.96,1438.34,1500.55,0.00380714,0.0465317,0.419349,4.04854,25.8836,167.884,805.486,984.851,1085.22,1576.27,1622.34,1638.4,1655.95,1665.37,1680.07,1691.92,1693.82,1701.41,1712.05,1717.76,1722.3,1729.95,1731.78,1741.39,1762.18,1757.79,1766.2,1767.51,1760.17,12.7795,17.5972,1754.11,4698.37,0.8458
LATCAN_clean-(id_179058),4000000,0.000220585,19.20548341,37.1328,82.1631,224.343,340.228,588.06,849.11,1282.97,1403.92,1447.15,0.0088192,0.0964422,1.13569,8.78662,41.4976,256.674,795.207,961.381,1058.84,1555.93,1594.69,1611.54,1629.02,1648.64,1651.53,1661.48,1659.3,1686.53,1691.55,1697.2,1704.49,1701.48,1709.42,1721.27,1725.52,1743.04,1757.08,1746.39,1743.52,13.3646,17.4646,1759.4,4625.73,0.8424
LETQEI_clean-(id_185837),4000000,0.000121588,26.05046766,31.98768431,39.92343717,50.14957051,66.88059896,92.73689463,183.1329112,256.6184295,366.0412654,575.4809274,0.114244,0.912818,6.99329,20.5092,39.0864,58.5497,102.14,154.011,229.885,255.324,270.863,284.014,296.6,309.052,322.232,335.384,348.326,376.671,405.171,421.829,542.405,651.695,655.72,663.822,668.838,674.669,678.273,681.142,678.018,25.4389,25.6894,1230.83,1510.5,0.8076
LETRAF_clean-(id_185374),4000000,8.14E-05,24.72749366,26.75747126,32.7195295,41.81587253,56.06776667,79.47594365,142.3191283,247.7518406,349.8218758,657.7581038,0.0205779,0.226095,2.24533,12.9387,31.2765,49.3137,85.254,116.532,188.427,229.364,251.483,267.527,279.999,291.581,302.133,315.011,327.644,351.732,377.371,388.116,399.843,428.079,464.324,754.047,761.279,765.516,771.327,772.89,773.026,26.4932,26.759,1149.99,1567.13,0.828
LIKDOA_clean-(id_179225),4000000,0.000429703,22.4725439,28.8769,72.7492,98.9996,139.618,285.371,619.745,867.543,944.514,1000.23,0.00207003,0.0193608,0.221493,2.27155,41.2204,114.74,289.743,663.574,998.536,1061.13,1084.32,1096.35,1104.74,1113.6,1124.97,1123.31,1131.61,1137,1143.86,1146.13,1145.7,1151.67,1156.33,1166.75,1174.48,1185.13,1187.43,1190.51,1190.8,9.41931,18.4832,1957.94,3650.16,0.8154
LIRFIB_clean-(id_179238),4000000,1.55E-05,7.799038517,0.0212101,0.0848405,0.396106,1.67891,7.34972,39.5952,779.901,849.97,879.23,0,0.000137728,0.000275456,0.00867687,0.0937929,0.879945,9.36854,20.5237,48.0235,869.341,900.486,918.243,928.974,943.354,946.746,956.079,956.732,974.416,977.227,984.912,986.947,991.5,1001.9,1003.16,1017.79,1019.79,1029.07,1021.34,1027.65,8.82724,9.16234,2252.81,4060.77,0.8042
LUDKIG_clean-(id_179338),4000000,0.438388,49.29283717,40.555,41.4145,41.4145,41.4145,41.4145,41.4145,41.4145,41.4145,41.4145,39.5488,41.3038,41.4145,41.4145,41.4145,41.4145,41.415,41.4145,41.4155,41.415,41.4172,41.4159,41.4157,41.4161,41.4168,41.4188,41.4169,41.4189,41.4226,41.4178,41.417,41.4233,41.4223,41.4205,41.4244,41.4249,41.4274,41.4321,41.4281,4.06983,6.18711,292.603,166.419,0.3538
MIXZOK_clean-(id_179751),4000000,0.000118567,14.92128509,11.3166,38.3037,156.155,554.348,830.211,1033.36,1106.53,1158.74,1190.46,0.00230964,0.0184771,0.186157,1.79243,16.0945,167.295,1156.51,1228.25,1276.2,1290.65,1313.44,1323.98,1334.49,1345.84,1351.15,1351.67,1363.01,1362.04,1370.89,1359.62,1384.58,1387.41,1374.52,1400.71,1405.24,1406.94,1408.05,1410.88,1412.18,9.81049,13.1878,2109.4,4657.62,0.8114
MOPKEJ_clean-(id_179807),4000000,16.6393,53.33899324,149.282,152.978,157.157,157.391,160.497,161.595,162.568,162.568,163.604,157.198,165.639,167.665,167.718,167.746,167.746,167.746,167.746,167.746,167.746,167.746,167.746,167.746,167.746,167.746,167.746,167.746,167.746,167.746,167.746,167.746,167.746,167.746,167.746,167.746,167.746,167.746,167.746,167.746,3.52998,5.75785,1130.27,647.188,0.4994
